出発地のノード番号,到着側のノード番号,ウェイの距離[m]
57101,57102,9.41
57101,57092,26.21
57092,57101,26.21
55018,82301,132.98
82301,55018,132.98
82301,82303,118.94
82303,82301,118.94
82303,6870,125.03
6870,82303,125.03
6870,54961,114.84
54961,6870,114.84
52868,52859,6.95
52859,52868,6.95
52859,52849,12.13
52849,52859,12.13
52849,52838,12.66
52838,52849,12.66
52838,52824,12.6
52824,52838,12.6
52824,52790,26.54
52790,52824,26.54
52790,52785,8.17
52785,52790,8.17
52785,52770,19.47
52770,52785,19.47
52770,52765,9.33
52765,52770,9.33
52765,52749,14.8
52749,52765,14.8
52749,52706,54.11
52706,52749,54.11
52706,52684,32.46
52684,52706,32.46
52684,52670,15.15
52670,52684,15.15
52670,52664,5.89
52664,52670,5.89
52898,52908,12.6
52908,52898,12.6
52908,52915,28.39
52915,52908,28.39
52915,52920,54.62
52920,52915,54.62
52920,52923,15.84
52923,52920,15.84
52923,52942,42.23
52942,52923,42.23
52942,52954,45.14
52954,52942,45.14
52954,52968,24.19
52968,52954,24.19
52968,52973,12.33
52973,52968,12.33
52973,52982,23.82
52982,52973,23.82
52982,52993,23.87
52993,52982,23.87
52993,53010,13.49
53010,52993,13.49
53010,53045,18.35
53045,53010,18.35
53045,53073,42.36
53073,53045,42.36
53638,53642,18.19
53642,53638,18.19
53642,53647,13.95
53647,53642,13.95
53647,53649,7.27
53649,53647,7.27
53649,53648,4.14
53648,53649,4.14
53648,53645,3.37
53645,53648,3.37
53645,53643,6.25
53643,53645,6.25
53643,53640,8.77
53640,53643,8.77
53640,53623,33.92
53623,53640,33.92
53623,53578,56.17
53578,53623,56.17
53578,6925,14.05
6925,53578,14.05
6925,53554,3.78
53554,6925,3.78
53554,53542,7.62
53542,53554,7.62
53542,53533,5.96
53533,53542,5.96
55999,56005,42.39
56005,55999,42.39
56005,56025,74.2
56025,56005,74.2
56025,56033,19.1
56033,56025,19.1
56033,56044,24.26
56044,56033,24.26
56044,56087,33.81
56087,56044,33.81
56087,56139,44.31
56139,56087,44.31
56139,56176,55.29
56176,56139,55.29
56176,56184,37.26
56184,56176,37.26
56184,56277,55.82
56277,56184,55.82
56277,56479,196.77
56479,56277,196.77
56479,56585,157.61
56585,56479,157.61
56585,56623,50.15
56623,56585,50.15
56623,56630,39.95
56630,56623,39.95
52526,52534,5.22
52534,52526,5.22
52534,52550,16.32
52550,52534,16.32
52550,52557,9.32
52557,52550,9.32
52557,52565,14.75
52565,52557,14.75
52565,52572,16.63
52572,52565,16.63
52572,52590,34.29
52590,52572,34.29
52590,52614,21.5
52614,52590,21.5
52614,52635,16.83
52635,52614,16.83
52635,52643,11.14
52643,52635,11.14
52643,52657,9.3
52657,52643,9.3
52657,52668,11.11
52668,52657,11.11
52668,52675,33.06
52675,52668,33.06
54296,54306,15.04
54306,54296,15.04
54306,54312,22.9
54312,54306,22.9
54312,54315,26.79
54315,54312,26.79
54315,54322,29.9
54322,54315,29.9
54322,54325,10.37
54325,54322,10.37
54325,54332,19.88
54332,54325,19.88
54332,54342,22.51
54342,54332,22.51
54342,54346,12.49
54346,54342,12.49
54346,54347,8.92
54347,54346,8.92
54347,54351,17.25
54351,54347,17.25
54351,54356,13.46
54356,54351,13.46
54356,54360,23.76
54360,54356,23.76
54360,54364,23.1
54364,54360,23.1
54492,54501,19.45
54501,54492,19.45
54501,54521,61.37
54521,54501,61.37
54521,54529,20.77
54529,54521,20.77
54529,54552,17.04
54552,54529,17.04
54552,54565,20.13
54565,54552,20.13
54565,54585,24.92
54585,54565,24.92
54585,54590,9.96
54590,54585,9.96
54590,54596,11.04
54596,54590,11.04
54596,54598,8.62
54598,54596,8.62
54598,54606,10.17
54606,54598,10.17
54606,54615,28.74
54615,54606,28.74
54615,54620,9.43
54620,54615,9.43
54620,54631,18.32
54631,54620,18.32
54631,6110,22.41
6110,54631,22.41
6110,6111,36.98
6111,6110,36.98
53089,53082,26.61
53082,53089,26.61
53082,53078,10.15
53078,53082,10.15
53078,53064,13.09
53064,53078,13.09
53064,52986,28.24
52986,53064,28.24
52986,52970,29.98
52970,52986,29.98
52970,52965,4.61
52965,52970,4.61
52965,52955,11.89
52955,52965,11.89
52955,52950,11.42
52950,52955,11.42
52950,52940,17.88
52940,52950,17.88
52940,52927,14.53
52927,52940,14.53
52927,52919,13.5
52919,52927,13.5
52919,52906,19.24
52906,52919,19.24
52906,52890,37.59
52890,52906,37.59
52890,52884,12.89
52884,52890,12.89
57324,57329,75.08
57329,57324,75.08
57329,57348,83.0
57348,57329,83.0
57348,57353,33.76
57353,57348,33.76
57353,57363,49.2
57363,57353,49.2
57363,57415,174.49
57415,57363,174.49
57415,57423,19.08
57423,57415,19.08
57423,57426,25.34
57426,57423,25.34
57426,57430,20.32
57430,57426,20.32
57430,57434,21.77
57434,57430,21.77
57434,57438,37.5
57438,57434,37.5
57438,57445,18.2
57445,57438,18.2
56014,55987,79.2
55987,56014,79.2
55987,55980,12.39
55980,55987,12.39
55980,29267,40.41
29267,55980,40.41
29267,29276,67.77
29276,29267,67.77
29276,55925,69.42
55925,29276,69.42
55925,55924,4.33
55924,55925,4.33
55924,55922,2.66
55922,55924,2.66
55922,55920,3.52
55920,55922,3.52
55920,55919,4.96
55919,55920,4.96
55919,55908,81.81
55908,55919,81.81
55908,55901,43.0
55901,55908,43.0
55901,55899,11.21
55899,55901,11.21
55899,55897,13.32
55897,55899,13.32
55897,29278,54.59
29278,55897,54.59
29278,55789,54.48
55789,29278,54.48
55789,55768,25.8
55768,55789,25.8
55768,55749,64.38
55749,55768,64.38
55749,55743,8.67
55743,55749,8.67
55743,55717,31.2
55717,55743,31.2
53730,53724,5.01
53724,53730,5.01
53724,53710,15.12
53710,53724,15.12
53710,53701,11.36
53701,53710,11.36
53701,53696,4.22
53696,53701,4.22
53696,53690,10.65
53690,53696,10.65
53690,53688,12.25
53688,53690,12.25
53688,53687,6.54
53687,53688,6.54
53687,53684,15.45
53684,53687,15.45
53684,53678,17.15
53678,53684,17.15
53678,53667,11.67
53667,53678,11.67
53667,53656,16.85
53656,53667,16.85
53656,53652,11.23
53652,53656,11.23
53652,53637,30.05
53637,53652,30.05
53637,53628,23.3
53628,53637,23.3
53628,53610,16.52
53610,53628,16.52
52383,52439,39.28
52439,52383,39.28
52439,52457,26.86
52457,52439,26.86
52457,52501,31.02
52501,52457,31.02
52501,52509,5.89
52509,52501,5.89
52509,52523,33.82
52523,52509,33.82
52523,52530,17.24
52530,52523,17.24
52530,52547,17.72
52547,52530,17.72
52547,52556,11.91
52556,52547,11.91
52556,52580,36.62
52580,52556,36.62
52580,52586,13.73
52586,52580,13.73
52586,52640,52.57
52640,52586,52.57
52640,52650,20.68
52650,52640,20.68
52650,52669,17.57
52669,52650,17.57
52669,52687,20.43
52687,52669,20.43
52687,52708,27.04
52708,52687,27.04
53692,53727,38.05
53727,53692,38.05
53727,53732,5.3
53732,53727,5.3
53732,53739,7.55
53739,53732,7.55
53739,53767,45.27
53767,53739,45.27
53767,53778,11.94
53778,53767,11.94
53778,53780,14.24
53780,53778,14.24
53780,53819,94.86
53819,53780,94.86
53819,53823,15.65
53823,53819,15.65
53823,53835,75.39
53835,53823,75.39
53835,53840,23.37
53840,53835,23.37
53840,53868,46.03
53868,53840,46.03
53868,53874,1.37
53874,53868,1.37
53874,53875,6.38
53875,53874,6.38
53875,53887,44.79
53887,53875,44.79
53887,53891,22.5
53891,53887,22.5
53891,53888,29.47
53888,53891,29.47
53087,53133,32.93
53133,53087,32.93
53133,53139,8.17
53139,53133,8.17
53139,53146,11.48
53146,53139,11.48
53146,53175,21.86
53175,53146,21.86
53175,53195,24.17
53195,53175,24.17
53195,53205,21.53
53205,53195,21.53
53205,53210,5.71
53210,53205,5.71
53210,53219,9.45
53219,53210,9.45
53219,53225,12.68
53225,53219,12.68
53225,53212,24.51
53212,53225,24.51
53212,53204,15.0
53204,53212,15.0
53204,53200,19.31
53200,53204,19.31
53200,53199,6.89
53199,53200,6.89
53199,53202,8.01
53202,53199,8.01
53202,53217,23.31
53217,53202,23.31
53217,53224,6.6
53224,53217,6.6
53717,53672,62.77
53672,53717,62.77
53672,53669,4.9
53669,53672,4.9
53669,53671,19.51
53671,53669,19.51
53671,53683,24.59
53683,53671,24.59
53683,53619,19.56
53619,53683,19.56
53619,53698,18.14
53698,53619,18.14
53698,53704,14.52
53704,53698,14.52
53704,53708,15.62
53708,53704,15.62
53708,53716,15.97
53716,53708,15.97
53716,53725,14.23
53725,53716,14.23
53725,19769,6.96
19769,53725,6.96
19769,53749,23.9
53749,19769,23.9
53749,19770,4.74
19770,53749,4.74
19770,53762,7.42
53762,19770,7.42
53762,53781,43.62
53781,53762,43.62
52753,52748,18.06
52748,52753,18.06
52748,52743,11.41
52743,52748,11.41
52743,52736,9.58
52736,52743,9.58
52736,52726,13.26
52726,52736,13.26
52726,52698,33.22
52698,52726,33.22
52698,52693,14.16
52693,52698,14.16
52693,52683,23.99
52683,52693,23.99
52683,52634,55.41
52634,52683,55.41
52634,52594,22.54
52594,52634,22.54
52594,52588,19.51
52588,52594,19.51
52588,52569,45.9
52569,52588,45.9
52569,52558,19.65
52558,52569,19.65
52558,52554,18.56
52554,52558,18.56
52554,52552,26.14
52552,52554,26.14
52552,52529,39.67
52529,52552,39.67
52529,52478,71.24
52478,52529,71.24
52478,52470,15.11
52470,52478,15.11
52470,52446,55.7
52446,52470,55.7
54364,54358,34.68
54358,54364,34.68
54358,54349,76.95
54349,54358,76.95
54349,48436,77.55
48436,54349,77.55
48436,54300,160.21
54300,48436,160.21
54300,54294,31.97
54294,54300,31.97
54294,54288,20.04
54288,54294,20.04
54288,54286,17.59
54286,54288,17.59
54286,54279,18.8
54279,54286,18.8
54279,54268,24.64
54268,54279,24.64
54268,54172,74.65
54172,54268,74.65
54172,54162,56.64
54162,54172,56.64
54162,66583,150.61
66583,54162,150.61
66583,53993,28.53
53993,66583,28.53
53993,53983,19.05
53983,53993,19.05
53983,53966,42.3
53966,53983,42.3
53966,53865,148.79
53865,53966,148.79
53865,53830,48.46
53830,53865,48.46
53830,53782,78.9
53782,53830,78.9
53782,53761,40.97
53761,53782,40.97
53761,53723,48.86
53723,53761,48.86
53723,53702,33.98
53702,53723,33.98
53702,81515,19.62
81515,53702,19.62
81515,53673,19.18
53673,81515,19.18
53673,53635,62.66
53635,53673,62.66
53635,53600,70.54
53600,53635,70.54
53600,53572,46.25
53572,53600,46.25
53572,53517,17.84
53517,53572,17.84
53517,83025,19.21
83025,53517,19.21
83025,53492,20.36
53492,83025,20.36
53492,83026,5.46
83026,53492,5.46
83026,83024,9.69
83024,83026,9.69
83024,53448,23.94
53448,83024,23.94
53448,53384,28.04
53384,53448,28.04
53384,53300,74.54
53300,53384,74.54
53300,53296,22.16
53296,53300,22.16
53296,53273,33.66
53273,53296,33.66
53273,53147,200.49
53147,53273,200.49
53147,53140,14.63
53140,53147,14.63
53140,53134,18.82
53134,53140,18.82
53134,53126,9.21
53126,53134,9.21
53126,53119,30.67
53119,53126,30.67
53119,53120,121.05
53120,53119,121.05
53120,53121,28.0
53121,53120,28.0
53121,53127,21.78
53127,53121,21.78
53127,53131,19.08
53131,53127,19.08
53131,53136,20.42
53136,53131,20.42
53136,53141,8.94
53141,53136,8.94
53141,53144,14.08
53144,53141,14.08
53144,53155,19.43
53155,53144,19.43
53155,53170,18.04
53170,53155,18.04
53170,53185,21.01
53185,53170,21.01
53185,53198,11.26
53198,53185,11.26
53198,53251,97.39
53251,53198,97.39
53251,53276,43.02
53276,53251,43.02
53276,53299,28.39
53299,53276,28.39
53299,53309,18.54
53309,53299,18.54
53309,53329,36.27
53329,53309,36.27
53329,53533,119.43
53533,53329,119.43
53533,53534,9.66
53534,53533,9.66
53534,4785,31.51
4785,53534,31.51
4785,53618,41.03
53618,4785,41.03
53618,53641,37.97
53641,53618,37.97
53641,53659,35.18
53659,53641,35.18
53659,53681,32.48
53681,53659,32.48
53681,53686,24.68
53686,53681,24.68
53686,53693,23.92
53693,53686,23.92
53693,53712,28.11
53712,53693,28.11
53712,53717,32.38
53717,53712,32.38
53717,53726,18.14
53726,53717,18.14
53726,53731,15.07
53731,53726,15.07
53731,53741,28.7
53741,53731,28.7
53741,53768,56.37
53768,53741,56.37
53768,53825,88.62
53825,53768,88.62
53825,53827,10.28
53827,53825,10.28
53827,53836,41.36
53836,53827,41.36
53836,53876,85.26
53876,53836,85.26
53876,53947,115.2
53947,53876,115.2
54065,54073,14.69
54073,54065,14.69
53116,53026,116.35
53026,53116,116.35
55273,55200,116.37
55200,55273,116.37
65710,57371,14.58
57371,65710,14.58
57371,57354,63.75
57354,57371,63.75
57354,51624,23.0
51624,57354,23.0
51624,57347,22.81
57347,51624,22.81
57347,50880,49.37
50880,57347,49.37
50880,57337,57.5
57337,50880,57.5
57337,57321,69.51
57321,57337,69.51
57321,50879,60.8
50879,57321,60.8
50879,57303,31.5
57303,50879,31.5
57303,57295,28.01
57295,57303,28.01
57295,57286,35.42
57286,57295,35.42
57286,66142,283.65
66142,57286,283.65
66142,57187,104.81
57187,66142,104.81
57187,57179,39.39
57179,57187,39.39
57179,50876,30.3
50876,57179,30.3
50876,50875,37.75
50875,50876,37.75
50875,57171,40.39
57171,50875,40.39
57171,50871,63.99
50871,57171,63.99
50871,57165,40.31
57165,50871,40.31
57165,50870,25.38
50870,57165,25.38
50870,57169,28.22
57169,50870,28.22
57169,50872,57.76
50872,57169,57.76
50872,50873,44.93
50873,50872,44.93
50873,57177,49.62
57177,50873,49.62
57177,57178,25.16
57178,57177,25.16
57178,57174,28.5
57174,57178,28.5
54179,54191,9.35
54191,54179,9.35
53296,53236,98.66
53236,53296,98.66
53236,53124,180.1
53124,53236,180.1
52712,52704,27.0
52704,52712,27.0
43445,43448,212.11
43448,43445,212.11
57159,57158,5.12
57158,57159,5.12
53927,53956,49.14
53956,53927,49.14
57092,57082,39.26
57082,57092,39.26
57475,20544,11.41
20544,57475,11.41
53918,53851,56.72
53851,53918,56.72
54258,54257,34.91
54257,54258,34.91
54135,54128,50.79
54128,54135,50.79
55891,55782,204.94
55782,55891,204.94
6215,6217,25.46
6217,6215,25.46
6217,42411,50.98
42411,6217,50.98
42411,56711,86.19
56711,42411,86.19
56711,6216,13.26
6216,56711,13.26
6216,56722,5.28
56722,6216,5.28
53099,53157,55.24
53157,53099,55.24
53893,53890,25.28
53890,53893,25.28
53890,53884,7.36
53884,53890,7.36
53884,53882,16.61
53882,53884,16.61
53882,53877,92.09
53877,53882,92.09
53877,53864,39.56
53864,53877,39.56
53864,53861,12.69
53861,53864,12.69
53861,53851,36.0
53851,53861,36.0
53851,6907,47.41
6907,53851,47.41
6907,53837,40.11
53837,6907,40.11
53837,53838,13.78
53838,53837,13.78
53838,53841,7.15
53841,53838,7.15
53841,53843,6.26
53843,53841,6.26
53843,10106,26.18
10106,53843,26.18
10106,53917,41.38
53917,10106,41.38
53917,6903,43.96
6903,53917,43.96
6903,53948,3.04
53948,6903,3.04
53948,53971,47.41
53971,53948,47.41
53971,53992,21.61
53992,53971,21.61
53992,54007,12.25
54007,53992,12.25
54007,54062,38.54
54062,54007,38.54
54062,54083,32.97
54083,54062,32.97
54083,54099,27.62
54099,54083,27.62
54099,54107,12.85
54107,54099,12.85
54107,54128,19.4
54128,54107,19.4
54128,54230,132.16
54230,54128,132.16
54230,9950,9.23
9950,54230,9.23
55146,55143,103.41
55143,55146,103.41
51620,41495,20.71
41495,51620,20.71
41495,57328,49.33
57328,41495,49.33
56418,85715,124.5
85715,56418,124.5
85715,56169,89.51
56169,85715,89.51
57161,57140,50.83
57140,57161,50.83
56262,56296,14.33
56296,56262,14.33
52654,52730,131.4
52730,52654,131.4
52730,52872,179.27
52872,52730,179.27
52872,52897,85.11
52897,52872,85.11
52897,52902,11.12
52902,52897,11.12
52902,52924,78.08
52924,52902,78.08
56735,56733,37.36
56733,56735,37.36
53105,53098,29.23
53098,53105,29.23
53184,53182,61.8
53182,53184,61.8
57276,57215,129.8
57215,57276,129.8
52881,52843,31.05
52843,52881,31.05
53489,73372,31.61
73372,53489,31.61
73372,53487,57.09
53487,73372,57.09
55533,47487,97.13
47487,55533,97.13
47487,55597,22.85
55597,47487,22.85
53979,54057,68.83
54057,53979,68.83
55056,55040,50.96
55040,55056,50.96
52333,52464,112.56
52464,52333,112.56
52464,52525,24.73
52525,52464,24.73
52525,52579,31.52
52579,52525,31.52
52579,18191,25.88
18191,52579,25.88
18191,52587,16.14
52587,18191,16.14
52587,52641,28.41
52641,52587,28.41
52641,52646,23.94
52646,52641,23.94
52646,52663,20.04
52663,52646,20.04
52663,52667,19.74
52667,52663,19.74
52667,52699,21.98
52699,52667,21.98
52699,52713,27.2
52713,52699,27.2
52713,25817,34.53
25817,52713,34.53
25817,52778,13.74
52778,25817,13.74
52778,52796,29.46
52796,52778,29.46
52796,52823,14.81
52823,52796,14.81
52823,17794,18.12
17794,52823,18.12
17794,52856,12.83
52856,17794,12.83
52856,63425,41.58
63425,52856,41.58
63425,52911,39.18
52911,63425,39.18
52911,52934,40.28
52934,52911,40.28
52934,52984,42.88
52984,52934,42.88
52984,53108,87.13
53108,52984,87.13
53108,53080,23.28
53080,53108,23.28
53080,53216,73.2
53216,53080,73.2
53216,53354,195.2
53354,53216,195.2
53354,10167,16.04
10167,53354,16.04
10167,53364,14.44
53364,10167,14.44
53364,53453,13.36
53453,53364,13.36
53453,53594,115.84
53594,53453,115.84
53594,53657,110.7
53657,53594,110.7
53657,53697,45.79
53697,53657,45.79
53697,53758,74.01
53758,53697,74.01
53758,53787,38.8
53787,53758,38.8
53787,25828,9.81
25828,53787,9.81
25828,53813,26.9
53813,25828,26.9
53813,53829,11.31
53829,53813,11.31
54131,54084,56.31
54084,54131,56.31
54133,54103,52.81
54103,54133,52.81
53956,53971,53.61
53971,53956,53.61
53971,25818,38.41
25818,53971,38.41
25818,25819,39.54
25819,25818,39.54
25819,25820,37.32
25820,25819,37.32
25820,25821,26.04
25821,25820,26.04
25821,25822,31.94
25822,25821,31.94
55586,55639,52.45
55639,55586,52.45
57032,1576,57.76
1576,57032,57.76
1576,57071,35.37
57071,1576,35.37
56719,56702,37.4
56702,56719,37.4
53097,53105,18.37
53105,53097,18.37
57210,57215,40.52
57215,57210,40.52
57215,57216,9.86
57216,57215,9.86
57216,51568,39.91
51568,57216,39.91
51568,57233,150.52
57233,51568,150.52
55200,55180,31.85
55180,55200,31.85
57120,57109,60.92
57109,57120,60.92
57408,57398,69.7
57398,57408,69.7
55702,55671,139.03
55671,55702,139.03
55671,55660,73.64
55660,55671,73.64
55660,43446,40.17
43446,55660,40.17
43446,55616,89.77
55616,43446,89.77
55616,55607,27.96
55607,55616,27.96
55607,47491,20.57
47491,55607,20.57
47491,55597,41.56
55597,47491,41.56
55597,47485,34.7
47485,55597,34.7
47485,47484,45.66
47484,47485,45.66
47484,55556,6.52
55556,47484,6.52
55556,47483,23.24
47483,55556,23.24
47483,47482,76.47
47482,47483,76.47
47482,47480,23.35
47480,47482,23.35
47480,55478,13.57
55478,47480,13.57
55478,47478,39.92
47478,55478,39.92
47478,47477,9.86
47477,47478,9.86
47477,55449,8.1
55449,47477,8.1
55449,55430,12.41
55430,55449,12.41
55430,3266,162.97
3266,55430,162.97
3266,3261,36.36
3261,3266,36.36
3261,55406,8.77
55406,3261,8.77
55356,55365,285.76
55365,55356,285.76
56369,56377,5.35
56377,56369,5.35
53958,53982,51.34
53982,53958,51.34
57107,1567,26.46
1567,57107,26.46
1567,57083,67.54
57083,1567,67.54
55377,55376,17.94
55376,55377,17.94
52708,52717,15.48
52717,52708,15.48
56465,21158,72.78
21158,56465,72.78
21158,21159,64.18
21159,21158,64.18
21159,56637,164.65
56637,21159,164.65
55736,55702,32.19
55702,55736,32.19
25843,29296,46.59
29296,25843,46.59
29296,1557,4.27
1557,29296,4.27
1557,51567,121.23
51567,1557,121.23
53776,53882,115.22
53882,53776,115.22
54075,54133,68.08
54133,54075,68.08
53918,53958,54.96
53958,53918,54.96
56424,85695,54.39
85695,56424,54.39
85695,85700,34.07
85700,85695,34.07
85700,85690,19.47
85690,85700,19.47
85690,56575,111.88
56575,85690,111.88
53992,53974,52.28
53974,53992,52.28
57299,57296,39.48
57296,57299,39.48
52932,52914,61.86
52914,52932,61.86
56009,56015,50.19
56015,56009,50.19
57328,51589,29.21
51589,57328,29.21
53237,53224,34.84
53224,53237,34.84
54070,54062,37.08
54062,54070,37.08
57395,57398,4.42
57398,57395,4.42
55356,55320,58.77
55320,55356,58.77
52897,4782,141.73
4782,52897,141.73
4782,53090,141.58
53090,4782,141.58
53090,53126,26.13
53126,53090,26.13
52975,63426,15.47
63426,52975,15.47
63426,52984,13.07
52984,63426,13.07
54747,54726,191.46
54726,54747,191.46
54232,54235,79.55
54235,54232,79.55
53947,9938,61.73
9938,53947,61.73
9938,66584,193.71
66584,9938,193.71
54085,54070,48.96
54070,54085,48.96
55181,55207,42.4
55207,55181,42.4
53402,19793,63.57
19793,53402,63.57
19793,19794,30.99
19794,19793,30.99
19794,53453,32.71
53453,19794,32.71
54455,54438,159.59
54438,54455,159.59
52234,52219,32.68
52219,52234,32.68
53945,53911,51.6
53911,53945,51.6
55470,55454,38.01
55454,55470,38.01
57312,57313,180.86
57313,57312,180.86
55261,82327,75.47
82327,55261,75.47
82327,55250,161.95
55250,82327,161.95
55554,55587,90.6
55587,55554,90.6
57165,57161,13.57
57161,57165,13.57
56007,56009,23.1
56009,56007,23.1
54320,54386,187.67
54386,54320,187.67
53665,53697,49.19
53697,53665,49.19
53910,9936,10.07
9936,53910,10.07
9936,53927,21.3
53927,9936,21.3
53489,73371,12.56
73371,53489,12.56
73371,53314,82.08
53314,73371,82.08
51564,57090,24.02
57090,51564,24.02
57043,57057,11.49
57057,57043,11.49
57272,57269,43.55
57269,57272,43.55
55403,55476,110.7
55476,55403,110.7
57241,57237,115.63
57237,57241,115.63
55371,55320,112.24
55320,55371,112.24
53680,53692,80.8
53692,53680,80.8
52528,63497,37.63
63497,52528,37.63
63497,52560,50.05
52560,63497,50.05
52560,52576,40.72
52576,52560,40.72
52576,52611,67.07
52611,52576,67.07
52611,52636,26.37
52636,52611,26.37
52636,52631,22.36
52631,52636,22.36
52631,52632,23.9
52632,52631,23.9
52632,52639,20.7
52639,52632,20.7
52639,52654,22.3
52654,52639,22.3
52654,52769,174.96
52769,52654,174.96
52769,52846,82.35
52846,52769,82.35
52846,52910,97.23
52910,52846,97.23
52910,52979,84.33
52979,52910,84.33
52979,52990,31.02
52990,52979,31.02
52990,53091,58.31
53091,52990,58.31
53091,53107,12.37
53107,53091,12.37
53107,53113,13.11
53113,53107,13.11
53113,53144,38.3
53144,53113,38.3
57058,57079,55.46
57079,57058,55.46
55402,55533,185.15
55533,55402,185.15
53094,53093,19.02
53093,53094,19.02
53102,53116,25.79
53116,53102,25.79
57110,57112,13.2
57112,57110,13.2
53116,56589,15.01
56589,53116,15.01
56589,53191,50.5
53191,56589,50.5
53191,56662,33.59
56662,53191,33.59
56662,56674,33.26
56674,56662,33.26
56674,56675,22.42
56675,56674,22.42
56675,56678,10.24
56678,56675,10.24
56568,56577,44.76
56577,56568,44.76
56577,56578,31.65
56578,56577,31.65
56578,56575,109.46
56575,56578,109.46
56575,56573,115.66
56573,56575,115.66
56573,56572,105.31
56572,56573,105.31
56387,56383,25.2
56383,56387,25.2
54303,54296,71.15
54296,54303,71.15
53092,19759,42.67
19759,53092,42.67
19759,53112,6.86
53112,19759,6.86
53942,53964,42.1
53964,53942,42.1
57020,57058,74.54
57058,57020,74.54
52854,52877,74.67
52877,52854,74.67
56149,56046,90.41
56046,56149,90.41
52219,52193,74.17
52193,52219,74.17
52353,52357,4.87
52357,52353,4.87
52913,63433,15.44
63433,52913,15.44
63433,52938,88.69
52938,63433,88.69
54191,54192,13.67
54192,54191,13.67
54192,54199,39.92
54199,54192,39.92
54199,54194,87.74
54194,54199,87.74
54194,4789,34.02
4789,54194,34.02
4789,4790,19.21
4790,4789,19.21
4790,54217,20.81
54217,4790,20.81
52934,63430,20.7
63430,52934,20.7
63430,52932,21.99
52932,63430,21.99
52967,19738,57.13
19738,52967,57.13
19738,19739,27.98
19739,19738,27.98
19739,53095,70.51
53095,19739,70.51
54133,54179,72.7
54179,54133,72.7
56378,68262,58.69
68262,56378,58.69
57109,51566,14.13
51566,57109,14.13
51566,57107,10.84
57107,51566,10.84
52776,52788,20.71
52788,52776,20.71
52788,52797,24.76
52797,52788,24.76
52797,52799,6.24
52799,52797,6.24
52799,52818,7.8
52818,52799,7.8
52818,52836,13.77
52836,52818,13.77
52836,52845,9.21
52845,52836,9.21
52845,52852,13.86
52852,52845,13.86
52852,52870,30.59
52870,52852,30.59
52870,52874,12.05
52874,52870,12.05
52874,52889,27.94
52889,52874,27.94
52889,52909,54.21
52909,52889,54.21
52909,52943,54.2
52943,52909,54.2
52943,52952,17.65
52952,52943,17.65
52952,52963,16.35
52963,52952,16.35
52963,52974,10.8
52974,52963,10.8
52974,52985,21.57
52985,52974,21.57
52985,53071,37.51
53071,52985,37.51
53071,53079,11.87
53079,53071,11.87
53079,53088,33.31
53088,53079,33.31
55562,55553,24.49
55553,55562,24.49
55553,55545,20.8
55545,55553,20.8
55545,55536,25.63
55536,55545,25.63
55536,55502,18.07
55502,55536,18.07
55502,55498,8.77
55498,55502,8.77
55498,55489,8.48
55489,55498,8.48
55489,55481,17.6
55481,55489,17.6
55481,55477,10.51
55477,55481,10.51
55477,55472,17.22
55472,55477,17.22
55472,55468,17.6
55468,55472,17.6
55468,55459,22.12
55459,55468,22.12
55459,55457,7.66
55457,55459,7.66
55457,55458,18.16
55458,55457,18.16
55458,55462,17.86
55462,55458,17.86
55462,55466,9.75
55466,55462,9.75
55466,55479,29.25
55479,55466,29.25
55479,55487,22.89
55487,55479,22.89
55487,55497,9.76
55497,55487,9.76
55497,55517,21.01
55517,55497,21.01
55517,55535,13.81
55535,55517,13.81
52865,52864,12.1
52864,52865,12.1
52864,52861,12.26
52861,52864,12.26
52861,52853,9.69
52853,52861,9.69
52853,52841,13.66
52841,52853,13.66
52841,52830,22.97
52830,52841,22.97
52830,52826,6.64
52826,52830,6.64
52826,52820,16.58
52820,52826,16.58
52820,52807,18.96
52807,52820,18.96
52807,52808,12.81
52808,52807,12.81
52808,23326,9.92
23326,52808,9.92
57182,57188,41.82
57188,57182,41.82
57188,57195,26.1
57195,57188,26.1
57195,57199,25.05
57199,57195,25.05
57199,57206,13.23
57206,57199,13.23
57206,57209,15.42
57209,57206,15.42
57209,57217,20.6
57217,57209,20.6
57217,57219,13.31
57219,57217,13.31
57219,57221,12.82
57221,57219,12.82
57221,57222,21.37
57222,57221,21.37
57222,57228,11.53
57228,57222,11.53
57228,57229,22.72
57229,57228,22.72
57229,57231,17.15
57231,57229,17.15
57231,57236,33.15
57236,57231,33.15
57236,57242,26.2
57242,57236,26.2
57242,57271,32.7
57271,57242,32.7
57271,57294,38.42
57294,57271,38.42
57294,57304,20.96
57304,57294,20.96
57304,57305,7.26
57305,57304,7.26
57305,57315,33.72
57315,57305,33.72
57315,51575,19.9
51575,57315,19.9
52357,52372,18.62
52372,52357,18.62
52372,52379,10.31
52379,52372,10.31
52379,52368,19.27
52368,52379,19.27
52368,52351,22.21
52351,52368,22.21
52351,52344,14.35
52344,52351,14.35
52344,52328,12.78
52328,52344,12.78
52328,52307,14.26
52307,52328,14.26
52307,52284,24.92
52284,52307,24.92
52284,52274,9.02
52274,52284,9.02
52274,52269,6.71
52269,52274,6.71
52269,52271,13.21
52271,52269,13.21
52271,52279,16.19
52279,52271,16.19
52279,52282,10.34
52282,52279,10.34
52282,52281,11.81
52281,52282,11.81
