ノード番号,緯度,経度,3次メッシュID
0,36.7200349,137.3073323,5537264
1,36.719955,137.303255,5537264
2,36.7201252,137.2874416,5537262
3,36.7201076,137.3076787,5537264
4,36.7200619,137.2850476,5537262
5,36.7201271,137.3077714,5537264
6,36.7201999,137.3080805,5537264
7,36.720051,137.303367,5537264
8,36.720057,137.311469,5537264
9,36.7201596,137.309261,5537264
10,36.7201292,137.3109437,5537264
11,36.7202489,137.30822,5537264
12,36.7202234,137.3085696,5537264
13,36.7200898,137.2645014,5537261
14,36.7202264,137.3103223,5537264
15,36.7204559,137.2642976,5537261
16,36.720159,137.266039,5537261
17,36.7203,137.2873444,5537262
18,36.7202429,137.2647034,5537261
19,36.7202863,137.2635632,5537261
20,36.7203107,137.3083748,5537264
21,36.7204156,137.3115592,5537264
22,36.7202757,137.2728616,5537261
23,36.7203834,137.2648769,5537261
24,36.720394,137.2777492,5537262
25,36.7204724,137.3086698,5537264
26,36.7201105,137.2850174,5537262
27,36.7205171,137.2650579,5537261
28,36.7203995,137.2852432,5537262
29,36.7205959,137.28228,5537262
30,36.720563,137.2834446,5537262
31,36.7205362,137.3116209,5537264
32,36.7205494,137.306974,5537264
33,36.7204574,137.3141771,5537265
34,36.720597,137.285458,5537262
35,36.7206574,137.2717549,5537261
36,36.720705,137.2779093,5537262
37,36.7206458,137.3089278,5537264
38,36.7207052,137.3117172,5537264
39,36.7205312,137.2666627,5537261
40,36.7208194,137.2731422,5537261
41,36.720754,137.2872928,5537262
42,36.7206799,137.265295,5537261
43,36.72077,137.26745,5537261
44,36.7208027,137.311774,5537264
45,36.7208952,137.2975756,5537263
46,36.7209707,137.2658415,5537261
47,36.7207732,137.2855736,5537262
48,36.7208211,137.3091244,5537264
49,36.7209264,137.2731352,5537261
50,36.720971,137.2968547,5537263
51,36.7211723,137.266118,5537261
52,36.720885,137.307009,5537264
53,36.7209824,137.2730722,5537261
54,36.7209106,137.2856352,5537262
55,36.7210232,137.2846866,5537262
56,36.7209443,137.2857487,5537262
57,36.7210175,137.2859566,5537262
58,36.7209741,137.3092536,5537264
59,36.7209204,137.3119327,5537264
60,36.7212871,137.2663506,5537261
61,36.7210972,137.3122195,5537264
62,36.7210979,137.2843851,5537262
63,36.7211227,137.2861797,5537262
64,36.7211613,137.3125607,5537265
65,36.7211684,137.2727152,5537261
66,36.7211243,137.2953224,5537263
67,36.7211618,137.2949361,5537263
68,36.7212772,137.2665646,5537261
69,36.7210206,137.3093859,5537264
70,36.721155,137.307065,5537264
71,36.7212868,137.2844148,5537262
72,36.7212372,137.3133935,5537265
73,36.721233,137.2942513,5537263
74,36.721291,137.290514,5537263
75,36.7212846,137.291336,5537263
76,36.7213724,137.2722983,5537261
77,36.7212953,137.293613,5537263
78,36.7213222,137.2895962,5537263
79,36.7213451,137.2918931,5537263
80,36.7212958,137.3140671,5537265
81,36.7213406,137.2890955,5537263
82,36.7213333,137.2665348,5537261
83,36.7213555,137.2920006,5537263
84,36.7213315,137.2930092,5537263
85,36.7213667,137.2885974,5537263
86,36.7213389,137.2923588,5537263
87,36.7214183,137.2873049,5537262
88,36.721328,137.2855592,5537262
89,36.7215329,137.2870506,5537262
90,36.721334,137.286436,5537262
91,36.7213086,137.3045297,5537264
92,36.7214466,137.2669944,5537261
93,36.7213998,137.2865728,5537262
94,36.7214041,137.2878363,5537263
95,36.7214225,137.286652,5537262
96,36.721442,137.304639,5537264
97,36.7215664,137.2690205,5537261
98,36.7215664,137.2694755,5537261
99,36.7214888,137.2844785,5537262
100,36.7215603,137.2674052,5537261
101,36.7215985,137.2924033,5537263
102,36.7215993,137.2696145,5537261
103,36.721633,137.2682144,5537261
104,36.7216818,137.2697332,5537261
105,36.7216545,137.2678282,5537261
106,36.721644,137.2676578,5537261
107,36.72155,137.307133,5537264
108,36.721559,137.287876,5537263
109,36.7217803,137.2698323,5537261
110,36.7215599,137.285538,5537262
111,36.7216672,137.2650822,5537261
112,36.721696,137.2717603,5537261
113,36.7216639,137.2867775,5537262
114,36.7217181,137.2834927,5537262
115,36.721725,137.2845932,5537262
116,36.7217895,137.2645136,5537261
117,36.7217702,137.2829094,5537262
118,36.7218029,137.2825027,5537262
119,36.7218841,137.2816564,5537262
120,36.72178,137.304863,5537264
121,36.721876,137.2808079,5537262
122,36.7218323,137.2713979,5537261
123,36.7218513,137.2923642,5537263
124,36.721847,137.304884,5537264
125,36.721929,137.2711251,5537261
126,36.7219535,137.2847055,5537262
127,36.7218563,137.2863391,5537262
128,36.7219315,137.2835032,5537262
129,36.7219228,137.2861906,5537262
130,36.7219368,137.2855136,5537262
131,36.721905,137.2807573,5537262
132,36.7220558,137.270785,5537261
133,36.7220439,137.2673801,5537261
134,36.7219914,137.2700724,5537261
135,36.7221192,137.270611,5537261
136,36.7219914,137.265302,5537261
137,36.7222952,137.267704,5537261
138,36.7223152,137.309491,5537264
139,36.7222821,137.270225,5537261
140,36.7221741,137.2923118,5537263
141,36.7221831,137.2870855,5537262
142,36.7219929,137.2790517,5537262
143,36.7222229,137.2742974,5537261
144,36.722324,137.288051,5537263
145,36.722415,137.288058,5537263
146,36.722427,137.309323,5537264
147,36.722329,137.2655084,5537261
148,36.7224192,137.2922703,5537263
149,36.7224738,137.2847201,5537262
150,36.7223358,137.274332,5537261
151,36.7225607,137.3020023,5537264
152,36.7222781,137.2792454,5537262
153,36.7226299,137.2703969,5537261
154,36.722534,137.309246,5537264
155,36.7222923,137.2806665,5537262
156,36.722565,137.307184,5537264
157,36.7225518,137.2656589,5537261
158,36.7224078,137.2743274,5537261
159,36.722674,137.288128,5537263
160,36.7226787,137.3048845,5537264
161,36.722706,137.2980637,5537263
162,36.7227391,137.2805041,5537262
163,36.722737,137.309064,5537264
164,36.7228346,137.3008991,5537264
165,36.722772,137.2745468,5537261
166,36.7227195,137.2887438,5537263
167,36.7228552,137.2705576,5537261
168,36.7228922,137.268448,5537261
169,36.722865,137.296628,5537263
170,36.7228402,137.2745619,5537261
171,36.722934,137.30882,5537264
172,36.7230764,137.2735676,5537261
173,36.7229137,137.2745286,5537261
174,36.7228721,137.2871077,5537262
175,36.722968,137.295601,5537263
176,36.722977,137.307194,5537264
177,36.7229319,137.2659456,5537261
178,36.723001,137.295237,5537263
179,36.7230014,137.2847393,5537262
180,36.6596762,137.2390541,54377199
181,36.7230944,137.2997402,5537263
182,36.7230581,137.3048847,5537264
183,36.72308,137.294552,5537263
184,36.7231001,137.2708089,5537261
185,36.7232762,137.2923432,5537263
186,36.7230581,137.2804569,5537262
187,36.723142,137.293797,5537263
188,36.7231664,137.2806458,5537262
189,36.7231509,137.3084531,5537264
190,36.7232792,137.2735153,5537261
191,36.7231964,137.2806975,5537262
192,36.7232943,137.2899028,5537263
193,36.7231715,137.2884265,5537263
194,36.723237,137.283325,5537262
195,36.7232337,137.280935,5537262
196,36.7232527,137.2810795,5537262
197,36.723254,137.282766,5537262
198,36.7232968,137.291978,5537263
199,36.7232455,137.3048801,5537264
200,36.7234734,137.3079,5537264
201,36.7237623,137.2671901,5537261
202,36.723271,137.282529,5537262
203,36.723288,137.281801,5537262
204,36.723293,137.281235,5537262
205,36.7233056,137.2907575,5537263
206,36.7233211,137.2912203,5537263
207,36.7233253,137.291507,5537263
208,36.723299,137.281613,5537262
209,36.7232248,137.2883978,5537263
210,36.7234299,137.2982792,5537263
211,36.7235,137.30229,5537264
212,36.7234239,137.2735029,5537261
213,36.7235276,137.3078226,5537264
214,36.723337,137.2741284,5537261
215,36.7235677,137.2884486,5537263
216,36.7235847,137.2877783,5537263
217,36.7235899,137.3023391,5537264
218,36.7236476,137.2852896,5537262
219,36.7236347,137.3106392,5537264
220,36.7236646,137.2847655,5537262
221,36.7236539,137.3081473,5537264
222,36.723596,137.2871376,5537262
223,36.7235926,137.2738838,5537261
224,36.723833,137.2801553,5537262
225,36.7237115,137.2736201,5537261
226,36.7236328,137.2915704,5537263
227,36.7237912,137.2924274,5537263
228,36.7237229,137.3088291,5537264
229,36.7232179,137.27098,5537261
230,36.7237186,137.3075748,5537264
231,36.7238272,137.2733578,5537261
232,36.7237094,137.2668612,5537261
233,36.7238015,137.3080749,5537264
234,36.7239338,137.2885045,5537263
235,36.7238944,137.2670768,5537261
236,36.7238512,137.3012288,5537264
237,36.7238303,137.3024157,5537264
238,36.7239013,137.3080165,5537264
239,36.7238368,137.2912825,5537263
240,36.723945,137.2722001,5537261
241,36.724477,137.2804687,5537262
242,36.7240139,137.3106334,5537264
243,36.7239881,137.2924634,5537263
244,36.724094,137.3078738,5537264
245,36.7240819,137.2728098,5537261
246,36.7241845,137.2726317,5537261
247,36.7242022,137.2907272,5537263
248,36.7241166,137.288525,5537263
249,36.7238658,137.3012063,5537264
250,36.724187,137.3088195,5537264
251,36.7244111,137.2663529,5537261
252,36.7242718,137.2847821,5537262
253,36.7241471,137.3070824,5537264
254,36.7245165,137.3078095,5537264
255,36.7243729,137.3068324,5537264
256,36.724386,137.292525,5537263
257,36.7245711,137.3106371,5537264
258,36.7244686,137.2871729,5537262
259,36.7245515,137.3074742,5537264
260,36.7245237,137.3067884,5537264
261,36.724483,137.308806,5537264
262,36.7243852,137.3001769,5537264
263,36.7245009,137.2885832,5537263
264,36.724696,137.308799,5537264
265,36.7247783,137.2734023,5537261
266,36.7247166,137.26868,5537261
267,36.724739,137.3067139,5537264
268,36.724683,137.2907125,5537263
269,36.7249132,137.2886423,5537263
270,36.7250203,137.3028069,5537274
271,36.7250519,137.2926242,5537273
272,36.7250258,137.298229,5537273
273,36.7251021,137.2981768,5537273
274,36.7251003,137.3106099,5537274
275,36.7251336,137.2925687,5537273
276,36.725112,137.30768,5537274
277,36.725099,137.2730558,5537271
278,36.725247,137.309022,5537274
279,36.7251165,137.2907005,5537273
280,36.7252326,137.2848193,5537272
281,36.7253274,137.2975991,5537273
282,36.7253724,137.2741892,5537271
283,36.7254886,137.3106036,5537274
284,36.7252031,137.3065947,5537274
285,36.7255276,137.2971887,5537273
286,36.7253682,137.2727852,5537271
287,36.7255128,137.2888126,5537273
288,36.7255626,137.29293,5537273
289,36.72554,137.307848,5537274
290,36.7256355,137.3091862,5537274
291,36.7255825,137.3137873,5537275
292,36.7255825,137.3064973,5537274
293,36.7256264,137.3102043,5537274
294,36.725628,137.3105975,5537274
295,36.7256208,137.2967578,5537273
296,36.7256812,137.3022121,5537274
297,36.7255951,137.2906947,5537273
298,36.7257347,137.308841,5537274
299,36.7256534,137.3135565,5537275
300,36.7257107,137.3027827,5537274
301,36.7256421,137.3117768,5537274
302,36.7256589,137.3129885,5537275
303,36.7256565,137.2994912,5537273
304,36.7256683,137.2724941,5537271
305,36.7257705,137.3039862,5537274
306,36.7256868,137.2930349,5537273
307,36.7258644,137.3052499,5537274
308,36.725726,137.309218,5537274
309,36.7257954,137.2749116,5537271
310,36.725754,137.2961054,5537273
311,36.7257635,137.2696671,5537271
312,36.7257789,137.2907058,5537273
313,36.725799,137.2959601,5537273
314,36.7258324,137.2931573,5537273
315,36.7259481,137.3080166,5537274
316,36.7259708,137.2719132,5537271
317,36.7258914,137.2958587,5537273
318,36.7259709,137.2957709,5537273
319,36.7260975,137.3074297,5537274
320,36.7260254,137.2956181,5537273
321,36.7260668,137.2940101,5537273
322,36.7260874,137.2952621,5537273
323,36.7261452,137.2948149,5537273
324,36.7261006,137.2889525,5537273
325,36.7261636,137.2942061,5537273
326,36.7262268,137.2905636,5537273
327,36.7261296,137.2754859,5537272
328,36.7264766,137.2890841,5537273
329,36.726378,137.2888915,5537273
330,36.7263648,137.3063046,5537274
331,36.7264296,137.2872544,5537272
332,36.7177504,137.2903842,5537263
333,36.7177573,137.2873055,5537262
334,36.7177711,137.2917662,5537263
335,36.7259881,137.283627,5537272
336,36.7265216,137.2735665,5537271
337,36.7265615,137.289907,5537273
338,36.7180321,137.2939683,5537263
339,36.7265881,137.2896902,5537273
340,36.7265563,137.290215,5537273
341,36.7265733,137.2905281,5537273
342,36.726613,137.29083,5537273
343,36.7266736,137.277534,5537272
344,36.7183994,137.297137,5537263
345,36.7266552,137.2910107,5537273
346,36.7179439,137.2935018,5537263
347,36.7267417,137.2704651,5537271
348,36.7266673,137.2892918,5537273
349,36.7182913,137.2953931,5537263
350,36.7267352,137.2890598,5537273
351,36.718355,137.2961365,5537263
352,36.7264996,137.284885,5537272
353,36.7187592,137.3016876,5537264
354,36.726723,137.289337,5537273
355,36.7267683,137.2913623,5537273
356,36.718746,137.3051593,5537264
357,36.7268763,137.2728766,5537271
358,36.7187842,137.3061315,5537264
359,36.7189346,137.3075063,5537264
360,36.7269539,137.2727385,5537271
361,36.7189825,137.3086323,5537264
362,36.7270165,137.2704823,5537271
363,36.7190816,137.3105791,5537264
364,36.727145,137.2743132,5537271
365,36.7271011,137.2921222,5537273
366,36.7270758,137.2899571,5537273
367,36.7194505,137.3142852,5537265
368,36.7271372,137.3129843,5537275
369,36.727249,137.2721632,5537271
370,36.727151,137.30617,5537274
371,36.7270641,137.318125,5537275
372,36.7271854,137.2901428,5537273
373,36.7272297,137.3181153,5537275
374,36.7272736,137.290215,5537273
375,36.7221846,137.3193183,5537265
376,36.7273421,137.3116215,5537274
377,36.727341,137.3105977,5537274
378,36.7273449,137.3098516,5537274
379,36.7201829,137.3160969,5537265
380,36.7272246,137.2704861,5537271
381,36.7275959,137.2849319,5537272
382,36.7273806,137.292727,5537273
383,36.7220802,137.3194154,5537265
384,36.7274348,137.2718209,5537271
385,36.727444,137.306135,5537274
386,36.7275196,137.3181294,5537275
387,36.7274903,137.2903845,5537273
388,36.7275624,137.2931264,5537273
389,36.7276899,137.2873035,5537272
390,36.7276238,137.2782539,5537272
391,36.7277805,137.2711992,5537271
392,36.7277109,137.2934807,5537273
393,36.7277413,137.290422,5537273
394,36.7278364,137.2710573,5537271
395,36.727719,137.308701,5537274
396,36.727759,137.306135,5537274
397,36.727854,137.2706651,5537271
398,36.7278201,137.3100536,5537274
399,36.7279307,137.2883882,5537273
400,36.7280389,137.2700616,5537271
401,36.7280784,137.2700246,5537271
402,36.7278622,137.3039018,5537274
403,36.7281397,137.2700431,5537271
404,36.7281723,137.290483,5537273
405,36.72815,137.2920916,5537273
406,36.7281783,137.2928868,5537273
407,36.7281866,137.2930478,5537273
408,36.7282285,137.2901744,5537273
409,36.7281512,137.2886034,5537273
410,36.7282663,137.2849661,5537272
411,36.7282705,137.2900102,5537273
412,36.7283116,137.2852726,5537272
413,36.7283267,137.2846965,5537272
414,36.7282744,137.2787257,5537272
415,36.728289,137.308924,5537274
416,36.7284296,137.2897817,5537273
417,36.7283424,137.2834034,5537272
418,36.7284311,137.2855904,5537272
419,36.7284893,137.2844403,5537272
420,36.7284434,137.2768118,5537272
421,36.7284174,137.3102795,5537274
422,36.7284452,137.2930341,5537273
423,36.7285065,137.2788979,5537272
424,36.7285783,137.2836693,5537272
425,36.7285416,137.2858668,5537272
426,36.7286289,137.2764659,5537272
427,36.7286488,137.3227572,5537275
428,36.7286412,137.3229578,5537275
429,36.7286849,137.3220098,5537275
430,36.728678,137.2842854,5537272
431,36.7286614,137.3010969,5537274
432,36.7287164,137.2770812,5537272
433,36.7287887,137.2892372,5537273
434,36.7288058,137.3197741,5537275
435,36.7288708,137.2842369,5537272
436,36.7288843,137.3182244,5537275
437,36.7288378,137.3113884,5537274
438,36.7289446,137.2759324,5537272
439,36.7289633,137.3167322,5537275
440,36.7288566,137.3107839,5537274
441,36.7289196,137.2840703,5537272
442,36.728869,137.306261,5537274
443,36.7289461,137.3099801,5537274
444,36.7290217,137.2707891,5537271
445,36.7288852,137.3106652,5537274
446,36.7290046,137.3158834,5537275
447,36.729042,137.309286,5537274
448,36.7290475,137.3150186,5537275
449,36.7290315,137.2842303,5537272
450,36.72883,137.3091491,5537274
451,36.7290991,137.2932434,5537273
452,36.7290882,137.3141942,5537275
453,36.7290406,137.3095026,5537274
454,36.7292563,137.2709103,5537271
455,36.7291386,137.3098433,5537274
456,36.7290375,137.2930214,5537273
457,36.7290764,137.3087576,5537274
458,36.7290354,137.2791787,5537272
459,36.7289726,137.310568,5537274
460,36.729088,137.308064,5537274
461,36.729117,137.307757,5537274
462,36.7292559,137.2793329,5537272
463,36.7291648,137.3182222,5537275
464,36.7292205,137.3064001,5537274
465,36.7292575,137.2702802,5537271
466,36.7292276,137.3100436,5537274
467,36.7292621,137.3103228,5537274
468,36.7292421,137.3167435,5537275
469,36.7294193,137.3103424,5537274
470,36.7294085,137.2791882,5537272
471,36.7294367,137.2972346,5537273
472,36.7293293,137.315045,5537275
473,36.7294141,137.2750837,5537272
474,36.7294594,137.2786949,5537272
475,36.7294277,137.2771442,5537272
476,36.7295161,137.2972296,5537273
477,36.7294427,137.2777403,5537272
478,36.729484,137.2790579,5537272
479,36.7294184,137.2843207,5537272
480,36.729561,137.2847052,5537272
481,36.7294973,137.3196049,5537275
482,36.7296164,137.2747115,5537271
483,36.7295693,137.2844264,5537272
484,36.7296049,137.2788581,5537272
485,36.7295929,137.2764746,5537272
486,36.7296156,137.2901147,5537273
487,36.7296201,137.3182552,5537275
488,36.7297021,137.2977805,5537273
489,36.7296358,137.3103483,5537274
490,36.7297605,137.2774157,5537272
491,36.7296703,137.2919376,5537273
492,36.7296928,137.3167722,5537275
493,36.7298202,137.2780552,5537272
494,36.7297466,137.3150829,5537275
495,36.729906,137.2875258,5537273
496,36.7299075,137.3103555,5537274
497,36.7297836,137.3142633,5537275
498,36.7297765,137.3150847,5537275
499,36.7298341,137.3196336,5537275
500,36.7298805,137.3182857,5537275
501,36.730014,137.287351,5537272
502,36.7298999,137.3185808,5537275
503,36.7299682,137.2740643,5537271
504,36.7299149,137.3176151,5537275
505,36.730004,137.2848882,5537272
506,36.7300795,137.2768712,5537272
507,36.7299607,137.3167934,5537275
508,36.7301095,137.2777079,5537272
509,36.7301011,137.2782626,5537272
510,36.729993,137.316235,5537275
511,36.730063,137.3196521,5537275
512,36.7300093,137.3160909,5537275
513,36.7301221,137.3102748,5537274
514,36.7301161,137.3185901,5537275
515,36.7301221,137.2847452,5537272
516,36.7301313,137.3183162,5537275
517,36.7303005,137.2778775,5537272
518,36.7302358,137.2765632,5537272
519,36.6797047,137.3010677,5537214
520,36.7303879,137.2849251,5537272
521,36.7302343,137.3196737,5537275
522,36.7302425,137.3151118,5537275
523,36.6785343,137.3045992,5537214
524,36.6780153,137.3044172,5537214
525,36.6780064,137.3045908,5537214
526,36.7303644,137.2784787,5537272
527,36.6779348,137.3050852,5537214
528,36.7303786,137.2744721,5537271
529,36.6779039,137.3074311,5537214
530,36.6780465,137.3065039,5537214
531,36.6779753,137.3069672,5537214
532,36.6776559,137.3069436,5537214
533,36.7303754,137.3183489,5537275
534,36.6771258,137.3066047,5537214
535,36.7303466,137.3176458,5537275
536,36.7304786,137.2922934,5537273
537,36.6771527,137.3078975,5537214
538,36.6772898,137.3078978,5537214
539,36.6768495,137.3071509,5537214
540,36.7301714,137.3142744,5537275
541,36.6771303,137.3071453,5537214
542,36.7304005,137.3142551,5537275
543,36.6767596,137.3071901,5537214
544,36.7303839,137.3144947,5537275
545,36.6770359,137.3101559,5537214
546,36.7304184,137.3138555,5537275
547,36.6787438,137.3056498,5537214
548,36.7304349,137.2925029,5537273
549,36.7305921,137.2746987,5537271
550,36.6787709,137.3025144,5537214
551,36.6783972,137.3056692,5537214
552,36.7305894,137.2883508,5537273
553,36.6785567,137.3063246,5537214
554,36.7305636,137.2919119,5537273
555,36.6783501,137.3064591,5537214
556,36.7305117,137.3168507,5537275
557,36.7306124,137.2864405,5537272
558,36.7305428,137.3183631,5537275
559,36.730585,137.3142546,5537275
560,36.7307563,137.2884652,5537273
561,36.7306716,137.2937148,5537273
562,36.7306929,137.2757092,5537272
563,36.7307067,137.314285,5537275
564,36.7307043,137.3161744,5537275
565,36.7307481,137.2748296,5537271
566,36.7307791,137.2972685,5537273
567,36.7308,137.2966018,5537273
568,36.7307037,137.310083,5537274
569,36.7308194,137.2774862,5537272
570,36.7307924,137.3002152,5537274
571,36.730786,137.2851993,5537272
572,36.7308604,137.3162287,5537275
573,36.7307423,137.2709952,5537271
574,36.730926,137.2789604,5537272
575,36.7307963,137.3143165,5537275
576,36.7307948,137.2852952,5537272
577,36.7309803,137.3100492,5537274
578,36.7308161,137.3139284,5537275
579,36.7310314,137.2858298,5537272
580,36.7311537,137.2856374,5537272
581,36.7310218,137.2923999,5537273
582,36.7310723,137.2749952,5537271
583,36.7310828,137.2921476,5537273
584,36.7310991,137.2802309,5537272
585,36.7309771,137.2712207,5537271
586,36.7310502,137.3139411,5537275
587,36.7313226,137.3099981,5537274
588,36.7311122,137.3144387,5537275
589,36.7311821,137.2702972,5537271
590,36.7312242,137.2886104,5537273
591,36.7312624,137.2751022,5537272
592,36.7312157,137.2702478,5537271
593,36.7312267,137.313955,5537275
594,36.7312522,137.3183419,5537275
595,36.7313182,137.2804695,5537272
596,36.7312463,137.3138574,5537275
597,36.731422,137.2780205,5537272
598,36.7311072,137.2714557,5537271
599,36.7314683,137.2806525,5537272
600,36.7313821,137.3139761,5537275
601,36.7315189,137.2778388,5537272
602,36.7316281,137.279524,5537272
603,36.73161,137.2805357,5537272
604,36.7317267,137.2804105,5537272
605,36.7317723,137.2921305,5537273
606,36.7316931,137.2928877,5537273
607,36.7316783,137.2935187,5537273
608,36.7317831,137.2773762,5537272
609,36.7318335,137.2918536,5537273
610,36.731779,137.281018,5537272
611,36.7317984,137.3098094,5537274
612,36.7319125,137.2914652,5537273
613,36.731952,137.2800859,5537272
614,36.7318688,137.2754342,5537272
615,36.731881,137.2797234,5537272
616,36.7320651,137.3182881,5537275
617,36.732116,137.2797434,5537272
618,36.7321379,137.3182809,5537275
619,36.7321678,137.3180708,5537275
620,36.7321545,137.2902765,5537273
621,36.7322317,137.3172407,5537275
622,36.7322115,137.2786798,5537272
623,36.732292,137.279353,5537272
624,36.732202,137.275628,5537272
625,36.7324018,137.2762213,5537272
626,36.7322863,137.2764592,5537272
627,36.7324228,137.2889532,5537273
628,36.7323869,137.3031875,5537274
629,36.732363,137.281599,5537272
630,36.732469,137.278877,5537272
631,36.7325049,137.2804169,5537272
632,36.7324538,137.3025723,5537274
633,36.7324768,137.3157752,5537275
634,36.73256,137.2759229,5537272
635,36.7324551,137.2887872,5537273
636,36.7326613,137.303281,5537274
637,36.656495,137.1791687,54377184
638,36.6556009,137.177646,54377184
639,36.6557326,137.1785474,54377184
640,36.6553375,137.177447,54377184
641,36.6556285,137.1765179,54377184
642,36.7326197,137.2784872,5537272
643,36.6599113,137.1776412,54377194
644,36.666836,137.1823196,553714
645,36.6681436,137.179619,553714
646,36.6685526,137.1796174,553714
647,36.6676264,137.1787624,553714
648,36.6677254,137.1787657,553714
649,36.7328064,137.2920792,5537273
650,36.7327509,137.2781417,5537272
651,36.6692304,137.1811629,553714
652,36.6732002,137.1811591,553714
653,36.6727838,137.1811515,553714
654,36.6728638,137.1811564,553714
655,36.6708866,137.180394,553714
656,36.6708687,137.1810455,553714
657,36.6700162,137.1799967,553714
658,36.6693691,137.18254,553714
659,36.7324597,137.3182792,5537275
660,36.7327365,137.2916996,5537273
661,36.6739686,137.1874786,553714
662,36.6739611,137.1877462,553715
663,36.6738247,137.1863892,553714
664,36.7327627,137.3007745,5537274
665,36.6682384,137.1837059,553714
666,36.6681615,137.1845703,553714
667,36.667249,137.184815,553714
668,36.7328782,137.2777441,5537272
669,36.7329361,137.279231,5537272
670,36.7327979,137.2768932,5537272
671,36.6693497,137.1813475,553714
672,36.6672223,137.184029,553714
673,36.6701866,137.1814615,553714
674,36.6674915,137.1836026,553714
675,36.7328053,137.3182964,5537275
676,36.7329405,137.2986794,5537273
677,36.7329843,137.2905412,5537273
678,36.7328988,137.3094209,5537274
679,36.7329715,137.2879573,5537273
680,36.7329775,137.2770364,5537272
681,36.7329874,137.2967034,5537273
682,36.7330112,137.2960807,5537273
683,36.7330269,137.2954182,5537273
684,36.7328848,137.3143174,5537275
685,36.7331145,137.2807682,5537272
686,36.7331239,137.2944337,5537273
687,36.7330126,137.2821658,5537272
688,36.7332111,137.280583,5537272
689,36.7331327,137.2932563,5537273
690,36.7331923,137.2940303,5537273
691,36.7331942,137.2720527,5537271
692,36.7331624,137.2935977,5537273
693,36.7329663,137.30336,5537274
694,36.7330551,137.286757,5537272
695,36.733161,137.2788152,5537272
696,36.7331232,137.2915098,5537273
697,36.7332459,137.2892082,5537273
698,36.7331557,137.2822959,5537272
699,36.7061197,137.2210822,5537147
700,36.7069072,137.2212125,5537147
701,36.7332331,137.2736455,5537271
702,36.7331599,137.303417,5537274
703,36.7330732,137.2868417,5537272
704,36.7334228,137.2871869,5537282
705,36.7333485,137.287051,5537282
706,36.733293,137.2906388,5537273
707,36.7331975,137.2723469,5537271
708,36.7333012,137.275619,5537272
709,36.7334253,137.2883877,5537283
710,36.7332275,137.291525,5537273
711,36.7334434,137.2801552,5537282
712,36.7336358,137.2798252,5537282
713,36.7334661,137.2699802,5537281
714,36.7336061,137.2932359,5537283
715,36.7336337,137.2824612,5537282
716,36.7336877,137.2886708,5537283
717,36.7336371,137.3284774,5537286
718,36.7336957,137.28211,5537282
719,36.733802,137.307359,5537284
720,36.733808,137.307314,5537284
721,36.7339359,137.2774081,5537282
722,36.7339441,137.2812797,5537282
723,36.7340216,137.3036146,5537284
724,36.7340075,137.307244,5537284
725,36.7339654,137.2916782,5537283
726,36.722353,137.3198578,5537265
727,36.722628,137.3203632,5537265
728,36.7228653,137.3207771,5537265
729,36.7235811,137.3219892,5537265
730,36.7241187,137.3228512,5537265
731,36.7242214,137.3227421,5537265
732,36.7340911,137.2727677,5537281
733,36.7255411,137.324612,5537275
734,36.7340886,137.2829412,5537282
735,36.7258306,137.3249486,5537275
736,36.7260921,137.325244,5537276
737,36.7342033,137.280296,5537282
738,36.7264234,137.3256284,5537276
739,36.7244433,137.3232747,5537265
740,36.7342311,137.2821646,5537282
741,36.725634,137.3244902,5537275
742,36.7265139,137.3255038,5537276
743,36.7341137,137.3260452,5537286
744,36.7342538,137.2801891,5537282
745,36.7343615,137.2932943,5537283
746,36.734312,137.28919,5537283
747,36.7343965,137.2917655,5537283
748,36.6414656,137.1698199,54377163
749,36.6413989,137.1694565,54377163
750,36.7340741,137.3089758,5537284
751,36.7344825,137.2763127,5537282
752,36.7344103,137.2908685,5537283
753,36.7344412,137.2660807,5537281
754,36.7344295,137.2892765,5537283
755,36.734424,137.2885204,5537283
756,36.639505,137.1791768,54377164
757,36.6397708,137.1792586,54377164
758,36.7344048,137.3247538,5537285
759,36.7344958,137.2880234,5537283
760,36.7344824,137.2797675,5537282
761,36.734459,137.283171,5537282
762,36.628954,137.1787356,54377154
763,36.7344609,137.3226271,5537285
764,36.6286538,137.1786819,54377154
765,36.73447,137.281717,5537282
766,36.7344698,137.3221895,5537285
767,36.7345099,137.3205018,5537285
768,36.7345524,137.2763639,5537282
769,36.7345169,137.3088159,5537284
770,36.7345568,137.3037178,5537284
771,36.7345782,137.2729254,5537281
772,36.7346497,137.2875424,5537283
773,36.7347012,137.2812866,5537282
774,36.7345654,137.3183566,5537285
775,36.6257764,137.1744588,54377153
776,36.6258404,137.1748088,54377153
777,36.6258318,137.1750221,54377154
778,36.7346424,137.266499,5537281
779,36.7347649,137.2756036,5537282
780,36.7347556,137.2687397,5537281
781,36.7346996,137.3087495,5537284
782,36.7346437,137.3153472,5537285
783,36.6252452,137.175411,54377154
784,36.6254938,137.1796529,54377154
785,36.7347382,137.2792947,5537282
786,36.7346733,137.2919375,5537283
787,36.7346833,137.2909317,5537283
788,36.7346986,137.2894806,5537283
789,36.7348565,137.3087164,5537284
790,36.7350764,137.2689869,5537281
791,36.734836,137.283381,5537282
